catalog,thickness,g60,LAB_L_dmin,LAB_L_dmax,LAB_A_dmin,LAB_A_dmax,LAB_B_dmin,LAB_B_dmax,logroughness
2639g,0.274,8.463373,94.28,,1.86,,-4.09,,2.6512639705526593
264,0.173,50.44669,92.01,,0.24,,-0.05,,1.6832370448443326
2640a,0.176,94.36292,91.9,11.3,1.89,0.54,9.73,4.79,0.8467166060510046
2640b,0.173,94.52934,94.22,12.23,1.86,1.08,-1.73,0.69,0.8175165332252418
2640c,0.191,27.42849,93.82,12.67,1.51,1.11,1.59,0.94,1.782813656988701
2640d,0.174,96.74651,92.13,21.65,1.44,0.77,9.96,7.88,0.9341488961106909
2640e,0.191,24.01088,92.11,25.08,1.88,0.57,11.49,6.63,2.15329315506329
2640f,0.28,7.965243,92.94,30.41,1.11,0.25,2.43,-0.95,1.6829491963963816
2640g,0.297,2.219763,92.71,32.42,1.37,0.61,2.59,-1.97,1.7892728795044182
2640h,0.282,7.372108,90.59,28.09,1.63,0.5,11.64,2.0,1.7082493416923308
2640i,0.261,21.43878,91.91,26.82,0.78,-0.04,12.46,3.64,2.6744202819924494
2640j,0.281,96.65549,92.49,18.8,1.94,0.9,1.16,6.94,0.7175459997467252
2640k,0.291,5.431553,93.88,47.16,1.26,0.48,2.32,2.68,1.7926519502912763
2640l,0.265,5.483772,94.21,22.67,0.61,0.58,4.1,0.4,2.184220354727919
2640m,0.254,22.83271,93.91,15.36,1.61,0.94,1.86,2.16,2.5253588229756248
2640n,0.28,3.638098,94.06,25.76,0.28,0.39,6.11,-1.84,2.3487936013351276
2640o,0.265,4.07541,91.76,27.15,1.96,0.51,13.05,3.02,2.53463531982548
2640p,0.277,4.835423,93.4,52.98,0.74,-0.37,12.98,6.98,1.9420048650553905
2640q,0.357,0.6436734,93.56,26.15,-1.3,0.32,12.01,1.25,2.1725433031024144
2640r,0.278,6.304863,92.81,36.41,1.84,0.5,10.7,5.26,1.7359017905205825
2640s,0.297,0.9290354,93.31,26.09,1.61,0.56,10.47,-0.36,1.7294556143069963
2640t,0.272,0.8964335,93.19,25.22,0.28,0.29,10.98,-2.64,1.6307832732550824
2641a,0.289,61.56622,87.25,13.94,-0.45,0.48,6.88,1.78,1.5296195613579486
2641b,0.283,13.49411,87.45,28.16,-0.44,-0.23,5.11,0.78,1.5581400384385808
2641c,0.293,2.948771,89.84,27.46,0.04,0.36,4.72,0.3,1.6376634006104092
2641d,0.296,1.788427,92.06,32.33,-0.6,0.21,11.0,-1.38,2.2794602040925023
2641e,0.261,5.131575,92.61,31.84,-1.04,-0.24,12.06,1.32,2.7942330055674214
2641f,0.17,62.67984,88.5,17.24,1.87,0.46,16.31,2.62,1.423926819299605
2641g,0.287,7.044947,89.7,23.74,2.07,0.3,16.8,1.32,1.9488002948825813
2641h,0.272,2.163202,89.51,30.16,1.8,0.23,16.97,0.97,1.8092126986050487
2641i,0.327,1.953448,89.47,31.45,1.85,0.27,19.85,1.78,2.488444279152233
2641j,0.283,6.969812,89.5,27.7,2.54,0.1,24.03,1.53,2.7755206534819408
2641k,0.276,5.119146,90.31,26.78,1.15,0.07,19.15,1.79,2.8186229809098937
2641l,0.282,1.802448,92.16,33.89,-0.82,-0.03,14.37,0.59,2.6530712220512
2641m,0.322,6.230027,91.83,24.67,-1.82,-0.21,16.59,0.38,2.8034071517846226
2641n,0.281,15.12994,90.75,16.93,-1.12,0.12,16.23,1.05,2.4414873707928533
2642,0.175,50.49716,89.66,,0.35,,1.69,,1.5530350538576194
2643a,0.28127167820455407,8.104171,92.46,28.66,-0.82,-0.32,13.47,6.13,2.6500896684547444
2643b,0.26957013936605173,6.430984,93.46,34.33,-0.88,-0.13,7.31,7.81,2.9739664858606885
2643c,0.268123610514512,6.99394,92.21,32.0,-0.04,9.17,6.8,11.51,2.9676939393813946
2643d,0.26916772750718687,12.30887,91.24,18.93,-1.08,-0.01,9.24,5.29,3.416547643102701
2643e,0.2747536494382515,12.01308,89.98,16.49,-1.53,0.0,11.71,6.68,2.8882935715028886
2643f,0.18111632294740393,106.6959,88.77,22.39,0.67,0.52,-1.74,5.85,1.0636890263737178
2643g,0.2711598030272703,9.146252,91.01,42.65,-0.76,-0.42,9.05,8.07,3.1316614577710156
2643h,0.26904294232898923,8.492247,90.38,60.2,-0.88,3.27,7.78,12.31,3.052497827021075
2643i,0.2740718223898846,10.93342,92.42,30.45,-1.38,-0.34,11.05,6.96,3.0432792889290936
2643j,0.2698690090904884,11.42204,92.2,20.44,-1.35,-0.09,9.32,4.44,3.5860870208034283
2643k,0.2738093089806923,10.70128,92.98,20.41,-1.69,0.31,10.87,8.6,3.1469256753259716
2643l,0.2708651865521323,6.619104,92.1,32.49,-0.92,-0.05,7.96,8.88,2.8107316650991008
2643m,0.27225854734198834,5.570184,92.27,27.65,-0.53,9.38,8.24,10.83,2.6693946284068835
2643n,0.2687980860589789,9.849206,93.62,24.0,-0.9,-0.2,7.98,4.84,2.486039899512165
2643o,0.27085403097223315,10.87378,93.46,19.76,-1.31,-0.4,9.56,9.55,3.3925496545120923
2643p,0.2552870070901071,18.23614,92.4,18.9,-0.35,0.15,4.1,4.76,1.7002584223048824
2643q,0.18706313307808903,99.40546,91.34,28.27,0.65,0.33,-1.26,2.12,1.4239371100068516
2643r,0.26428376000681186,11.04545,93.95,37.81,-0.38,-0.15,6.32,3.57,2.9465444992637777
2643s,0.24553286721743878,18.25072,91.53,29.42,2.22,0.43,-0.49,0.93,2.213771853071086
2643t,0.2730361495191988,3.946707,94.72,41.07,-1.09,-0.1,8.21,4.15,3.247582912284412
2643u,0.19263619365583284,94.76612,91.31,21.24,-0.09,0.28,-0.27,-1.47,0.9441198123272452
2643v,0.18923252639596833,95.43088,92.48,15.49,-0.39,0.16,-1.68,2.03,0.9908522027329548
2643w,0.18873468440538027,96.89094,91.9,15.15,0.47,0.17,-1.39,4.59,1.1140562909137832
2643x,0.2701050904015962,12.33665,93.34,26.8,-0.42,-0.73,9.58,8.64,2.9351805070340338
2643y,0.26774029406431493,14.27421,93.89,66.12,-1.29,-1.44,9.14,9.97,3.1026167140049155
2643z,0.2709644469185875,4.756543,93.36,28.29,-0.02,0.12,7.39,-3.67,2.885422885000068
2644,0.285,11.5408,86.99,,-0.02,,11.43,,1.723814781088179
2645,0.152,8.303635,,,,,6.100211393583512,,1.884958276947672
2646,0.298,9.242473,87.4,,-0.85,,12.04,,2.2263994566390397
2647a,0.283,40.70271,,,,,5.491249832463039,,1.5701201899954766
2647b,0.278,6.02317,,,,,6.222972385939946,,1.5326784674498748
2647c,0.293,8.54279,,,,,7.277718466849325,,1.8260279986970465
2647d,0.292,16.37658,,,,,9.508491127057745,,2.5625918433861803
2647e,0.279,50.41678,,,,,4.653839903558589,,1.4059947825237844
2647f,0.285,1.113323,,,,,6.009562939896795,,1.409161607501814
2647g,0.287,55.28671,,,,,4.329625420507345,,1.3230282641081446
2647h,0.282,2.418396,,,,,5.922690437404336,,1.4020910911334206
2647i,0.288,16.21805,,,,,9.640407976770337,,2.6128749557963964
2647j,0.242,80.41364,,,,,0.9204334895807795,,0.6261266990667741
2647k,0.263,24.74035,,,,,6.651139995405818,,1.8530082103309748
2647l,0.25,2.078328,,,,,3.2640646545695313,,0.6927958332116784
2647m,0.25,92.37415,,,,,0.740101192978794,,0.6422443136087184
2647n,0.253,2.836904,,,,,3.5976331088510225,,0.7904074420267073
2647o,0.242,22.68251,,,,,6.739783316567157,,1.9254253732412105
265,0.178,64.25979,90.93,,0.23,,0.68,,1.3809046159467684
266,0.171,60.52053,90.24,,0.2,,0.35,,1.5263160899231174
267,0.177,31.97096,90.63,,0.36,,-0.25,,1.3829757205492619
268,0.171,31.69058,90.18,,0.17,,0.65,,1.329368278371168
269,0.174,42.34159,91.7,,-0.19,,0.35,,1.866971484776367
27,0.2692727121761739,11.37893,89.06,,-1.33,,8.7,,2.3560073615989805
270,0.168,46.7808,91.77,,-0.13,,0.12,,1.83560219344737
271,0.176,37.43808,89.88,,0.46,,-0.23,,1.2408425719641891
272,0.172,71.44567,95.11,,0.41,,-0.17,,1.0376751341733712
274,0.141,13.38168,85.25,,-1.82,,12.63,,2.1900956435653116
2748,0.35,10.33745,92.83,,-0.96,,8.9,,2.1836117522785554
2749,0.22965855139175534,42.95135,93.08,,-0.96,,0.17,,1.829560608354321
275,0.244,94.79604,94.89,,-1.15,,3.85,,0.6773457489170162
2750,0.176,39.92907,92.43,,-0.98,,4.87,,1.421593339938065
2752,0.175,54.39267,92.03,,0.28,,-0.8,,1.4273476096578375
2758,0.18,50.20127,91.06,,0.08,,-1.75,,1.6588582485912688
2759,0.178,54.00798,91.89,,0.31,,-2.34,,1.7852057770720688
276,0.253,21.32103,88.89,,-5.2,,5.54,,2.6178586055356505
2760,0.18,48.81786,91.03,,-0.23,,-1.66,,1.699319505754911
2761,0.28,3.714479,88.06,,2.15,,20.5,,2.117449492944587
2763,0.159,60.3221,89.72,,-0.43,,5.51,,1.5911290174388741
2764,0.166,38.4332,90.88,,-0.24,,2.96,,1.3546018322608357
2765,0.1705,35.75107,90.1,,-0.02,,4.62,,1.371683790755157
2766,0.165,38.54755,86.12,,-0.27,,10.14,,3.228628620675529
2767,0.166,55.34328,92.49,,-1.15,,8.53,,1.6434926914553145
2768,0.162,71.82122,88.18,,-2.81,,7.32,,1.1804438697063115
2769,0.168,62.94662,87.95,,-2.43,,4.63,,1.259133218513294
277,0.175,72.2717,92.08,,0.85,,-0.73,,1.3017273256482407
2771,0.192,31.23185,93.93,,-0.47,,2.05,,1.8584344160713435
2772,0.286,3.386234,91.16,,-0.69,,7.04,,1.9550473771727401
2773,0.117,57.37072,57.59,,0.46,,20.66,,3.124287447862324
2774,0.151,3.673014,87.35,,-0.4,,15.33,,3.028680986714707
2775,0.152,3.651901,88.21,,-0.57,,14.67,,3.0047435625624725
2776,0.309,10.45817,92.16,,-0.3,,4.0,,1.8867264409268554
2777,0.172,43.52903,93.43,,-1.14,,4.46,,1.6280687064151347
278,0.18,62.86361,93.6,,-0.2,,2.73,,1.3988854894554767
2780,0.299,15.63507,94.17,,-1.66,,8.43,,3.0064187927113735
2781,0.17,51.09399,94.49,,-0.62,,2.41,,1.3351959487773002
2782,0.169,50.38872,92.4,,-0.55,,2.42,,1.5201015403728793
279,0.347,21.5833,94.0,,-1.31,,10.83,,2.5479376267596487
28,0.13,10.9168,86.95,,-2.03,,13.52,,2.046564141118254
280,0.258,97.39343,94.08,,0.65,,5.1,,0.6526979159339663
281,0.168,60.55758,91.71,,0.79,,-3.54,,1.460850442230089
282,0.168,43.0643,93.88,,-0.36,,3.08,,1.6674320328798204
283,0.315,5.693228,93.86,,-1.89,,11.2,,2.6248392067153747
285a,0.2076960531683571,82.73895,92.27,11.21,-0.72,1.25,3.06,0.74,1.516008456788435
285b,0.25654625418991533,14.53597,90.6,21.34,-0.77,0.45,3.52,-0.24,1.9951635713215743
285c,0.27830443093256807,6.942893,92.77,21.24,-1.24,0.21,11.59,3.57,2.4763541046781774
285d,0.2683392752931896,10.01955,92.63,18.38,-1.13,-0.15,8.08,5.38,3.5130509400069645
285e,0.2069455781058132,90.01808,92.53,12.72,-0.97,1.19,5.07,4.01,1.06100899693481
285f,0.25979751971908166,10.66567,92.4,26.37,-0.84,0.41,3.81,1.88,2.145570094698054
285g,0.27457274351045347,10.5733,93.18,17.13,-1.26,0.56,11.09,2.47,2.7339502337589465
285h,0.2020878579704683,95.50881,91.05,11.7,-0.86,0.93,4.59,3.31,1.0430595001519316
285i,0.27318494690383094,6.106858,93.32,20.98,-1.04,0.58,8.74,1.44,2.1537476711010073
285j,0.2649969114128353,14.51901,91.72,17.12,-0.87,0.86,7.96,2.77,3.3582486859830682
285k,0.28082015389019555,5.617313,91.97,23.89,-1.26,2.99,12.25,4.97,2.0656771030296617
285l,0.2662655643252898,7.04441,91.39,21.41,-0.51,0.41,5.69,0.56,2.0854920612718018
285m,0.26969399467510036,6.082408,94.11,26.5,-1.04,0.21,7.19,5.06,2.7376880306616767
285n,0.2667752926906573,15.02704,92.07,18.75,-0.83,0.58,9.02,7.89,3.4528945870362024
285o,0.2741584836141449,12.10307,90.58,14.19,-1.11,0.5,11.41,5.36,2.723526925964926
285p,0.2715194673462988,6.198375,94.62,21.18,-0.89,0.32,8.09,2.28,2.6430417041840006
285q,0.2720366859296108,6.426444,93.03,25.56,-0.66,6.9,8.29,7.3,2.1425264044975334
285r,0.2770013822919253,3.323191,91.54,35.37,-1.19,0.14,9.89,3.73,3.1376242182000986
285s,0.20356418803646914,92.23821,90.43,14.98,-1.7,-0.15,4.21,5.79,1.13499458464134
285t,0.2742070236720931,4.246155,92.56,23.65,-0.26,0.29,8.76,0.67,2.781308411591635
286a,0.19887273433138797,90.84868,89.52,17.86,0.06,0.61,1.48,2.43,1.208929180810015
286b,0.268804188421547,14.1311,94.32,17.27,-0.97,0.18,9.5,2.29,2.6879652519475443
286c,0.24974205489587778,7.942731,88.46,25.33,0.52,0.69,-2.01,-0.79,2.0862565969974654
286e,0.2743458281800428,7.847837,94.01,22.72,-0.93,0.42,9.91,2.2,2.199295392855929
286f,0.2719484619850723,11.10069,93.47,25.69,-1.23,6.08,9.85,11.32,2.155673697944827
286g,0.2727816881363763,14.29751,93.7,12.81,-1.29,0.89,11.46,2.77,2.5926627032672576
286h,0.26916267006012096,8.194178,93.46,19.38,-1.31,0.43,7.86,3.1,3.5346429862836866
286i,0.27123973785583944,12.99839,93.36,16.19,-1.37,0.44,10.32,6.42,2.7940178788471473
286j,0.2683620089919767,10.84974,94.51,23.87,-1.08,0.2,8.01,4.58,2.0931448137033213
286k,0.2683766023609766,8.880505,94.53,20.97,-0.93,3.45,7.36,3.16,2.1582350229018887
286l,0.2636513343578255,16.18887,93.08,15.61,-1.18,0.41,7.82,6.32,3.1276832108279344
286m,0.27310768830029286,11.94605,93.3,28.02,-1.36,0.16,10.87,9.7,2.8128263362675012
286n,0.2705802365283636,8.529847,94.14,20.28,-0.87,0.25,8.27,3.4,2.0106958162198
286o,0.2700016481937665,8.306873,94.61,28.11,-0.75,7.34,7.9,9.44,1.9589221263067387
286p,0.26693453910886356,9.219304,94.25,19.9,-1.12,0.31,6.87,4.39,2.5196369166759034
286q,0.26134890813937367,9.585283,93.53,32.36,-0.85,-0.05,4.09,4.66,1.7482559832747513
286r,0.265142902477613,12.5168,93.82,18.4,-1.2,0.35,7.3,5.2,3.1806682718961734
286s,0.2753971870350755,2.133633,93.66,24.62,-0.97,0.44,8.67,1.07,2.999352702340019
286t,0.19849142318603336,90.26189,92.9,12.35,-0.22,1.99,1.07,2.02,1.1139147244853804
286u,0.2556750863806122,10.59022,91.97,23.71,-0.13,0.6,1.78,-1.09,2.1207470468845893
286v,0.2034821580003407,89.72061,92.11,18.04,0.01,-0.71,3.29,7.34,1.061851439542266
286w,0.2712799999622558,9.151286,91.82,18.25,-1.0,0.23,8.81,2.61,1.9649835739988386
286x,0.26322003460146387,9.246094,93.42,20.08,-1.15,0.12,5.0,1.2,2.2121697648017
286y,0.26872688117669474,8.269439,92.53,43.05,-1.47,-0.96,7.68,6.93,3.555796136518864
286z,0.27222138132204104,4.351655,89.14,25.77,0.45,0.5,7.85,1.26,2.8442265368015858
287a,0.252,87.52647,92.94,9.84,1.01,1.88,-2.58,0.6,0.9051059036601299
287b,0.286,54.27736,79.3,15.09,0.67,0.58,1.73,2.64,1.4981356838737283
287c,0.3,9.136301,96.53,23.45,-0.48,0.04,5.54,2.03,2.2462397352599393
287d,0.25,96.06456,96.09,14.59,1.81,1.61,-4.56,-2.72,0.7279883007103487
287e,0.254,13.55556,94.41,19.94,1.43,0.6,-3.2,-0.91,1.937400927741466
287f,0.288,62.28542,91.53,12.06,0.56,1.25,3.29,3.07,1.4285398304942123
287g,0.294,38.20264,94.36,15.3,-0.08,1.14,6.16,7.82,1.8513595924460602
287h,0.251,23.61044,93.47,13.03,1.35,1.01,-3.45,1.2,1.7876884657849619
2880,0.186,9.162844,92.21,,-0.7,,5.78,,1.6747624615412273
2882,0.175,54.35157,91.62,,-0.1,,-1.23,,1.5707428136730834
2883,0.181,49.40694,91.29,,-0.19,,-1.22,,1.6709821168704067
2884,0.175,52.87992,91.57,,-0.39,,-0.28,,1.7533738210938836
2885,0.168,49.73167,91.5,,-0.06,,-1.87,,1.6868577201901291
2886,0.178,51.09795,91.21,,-0.42,,-1.76,,1.6843700166411966
2888,0.329,10.0523,93.95,,-0.97,,6.6,,1.574669566165227
2889,0.117,7.813867,93.61,,-1.14,,5.74,,2.59260801928189
288a,0.284,1.934011,82.22,29.31,2.78,3.21,21.18,5.46,2.790986706789923
288b,0.186,1.526854,81.84,35.0,-0.06,0.55,12.31,-1.98,2.548087666221716
288c,0.155,84.06809,81.49,21.86,-0.01,0.51,13.47,4.26,1.410042716414953
288d,0.293,7.37752,69.77,21.1,2.47,2.2,18.88,3.15,2.6485075291503923
289a,0.274,78.88058,84.11,19.09,-0.72,0.02,8.58,3.03,1.2520907838277588
289b,0.301,12.21729,84.74,24.03,-1.29,-0.01,13.09,2.96,1.6733905666923239
289c,0.275,1.979697,85.75,32.07,-0.56,0.23,10.25,1.55,1.8163615136627436
289d,0.281,2.4059,88.2,37.28,1.56,0.25,19.03,4.19,1.7045190452863943
289e,0.302,4.523332,88.29,22.76,1.53,0.36,24.09,0.93,3.002980860495168
289f,0.169,83.02204,88.49,11.24,-1.16,1.05,4.97,4.5,1.6850996586134557
289g,0.269,87.96735,87.49,17.84,-0.9,0.27,8.45,4.17,1.3296949455565235
289h,0.284,7.57755,86.58,26.3,-0.63,0.69,10.04,-1.04,1.728704935819522
2900,0.117,7.558302,93.41,,-1.06,,5.4,,2.6260804068726893
2901,0.117,7.974016,93.91,,-1.0,,4.4,,2.585245062027246
2903,0.264,3.369089,93.83,,-0.71,,10.44,,2.9278835535454353
2904,0.183,61.24923,95.13,,0.4,,-1.59,,1.2552630144113124
2905,0.185,50.89915,93.56,,0.15,,6.61,,1.2648795717409387
2906,0.171,45.77866,94.8,,0.53,,0.15,,1.6782456358865707
2907,0.259,96.23662,94.13,,-1.19,,3.45,,0.638753575271183
2908,0.169,57.32061,92.83,,0.28,,0.53,,1.520335679035621
2909,0.165,57.29018,94.53,,-0.23,,1.74,,1.4940230493669298
290a,0.233,92.75397,96.3,7.33,0.22,1.76,0.73,-0.21,0.5386711533593507
290b,0.249,12.43273,96.4,16.27,0.32,1.21,-0.25,-0.42,1.8895898516215044
290c,0.238,43.9499,96.52,6.61,0.23,2.13,0.31,-0.16,1.8355378430243197
290d,0.23,97.65299,96.47,6.19,0.28,2.26,-0.63,-0.3,0.5798580546733485
290e,0.236,14.62878,96.53,16.19,0.31,1.25,-0.24,-0.67,1.3521134243849364
290f,0.232,37.97229,96.14,6.58,0.28,2.29,-0.33,-0.39,1.8753260588123695
290g,0.3,27.07001,94.3,14.57,0.89,1.04,-0.98,0.78,1.1736540204307024
290h,0.304,69.19444,92.91,4.89,2.82,2.31,4.58,-2.07,1.2853168437191769
290i,0.318,14.76935,95.43,18.14,2.03,0.95,2.58,-1.56,1.416981602035511
290j,0.309,46.43419,93.19,8.17,0.7,0.52,10.45,1.45,1.194034699484005
2910,0.162,49.08958,94.61,,-0.34,,2.44,,1.6020943811066348
2911,0.359,15.50998,95.41,,-0.59,,9.08,,3.136784542426618
2913,0.178,55.89238,96.57,,1.09,,-0.79,,1.7052681190310028
2917,0.174,59.76253,90.98,,0.1,,1.33,,1.5788102649521083
2918,0.168,24.3624,89.07,,-0.83,,7.02,,1.8347722583839172
2919,0.176,48.882,88.51,,-0.08,,4.47,,1.5766847198567586
2920,0.165,7.254464,87.61,,-2.15,,11.52,,2.254905589058554
2921,0.175,7.857562,88.81,,-1.12,,5.46,,2.456213984584549
2922,0.28,4.434297,89.9,,0.45,,21.09,,2.6605821546857626
2923,0.314,5.933644,88.83,,0.76,,23.29,,2.7008462738205603
2924,0.287,51.34409,83.61,,-1.16,,18.87,,1.8918768467000424
2925,0.163,62.34252,92.46,,0.39,,-0.34,,1.4889578212856927
2926,0.165,62.77517,92.16,,0.35,,0.7,,1.5125666007300662
2927,0.286,58.38794,89.41,,-0.78,,5.4,,1.5124298893596677
2928,0.16,49.92448,90.01,,-0.34,,5.31,,1.4555655296060122
2929,0.316,9.099487,92.97,,-1.07,,9.6,,2.2226108956592237
292a,0.241,27.3093,86.17,12.77,-0.35,1.05,1.28,1.19,1.8691339461699947
292b,0.241,73.4715,86.54,11.77,-0.14,0.92,0.42,0.39,1.1896408965511691
292c,0.135,9.866615,79.94,13.49,-0.24,0.57,3.42,0.51,2.1794715336320176
292d,0.235,77.32560000000001,85.17,11.74,-0.38,0.97,1.34,2.3,1.161079039994753
292e,0.32,9.476688,86.64,16.82,-0.45,0.21,7.89,1.45,2.307420600478027
292f,0.364,39.10059,87.93,15.02,-1.03,0.37,7.54,8.73,1.8761314570433116
292g,0.177,8.976112,86.38,24.55,1.29,0.64,-0.52,-1.11,2.0798168729837747
292h,0.389,8.359018,86.05,18.63,-0.83,0.27,9.04,4.68,2.3543188397761976
292i,0.358,58.36654,86.17,14.01,1.83,1.58,-0.72,-4.01,1.3692878958508867
292j,0.375,8.69298,87.84,17.33,-0.51,0.4,9.05,4.56,2.350161581816727
2930,0.178,41.88739,91.36,,0.24,,1.94,,1.6412587651224089
2931,0.329,9.208481,93.34,,-1.06,,10.16,,2.2171417560855042
2932,0.343,7.278366,94.22,,-1.27,,8.57,,2.2992269045151192
2934,0.325,4.639133,93.9,,-0.69,,10.42,,2.2165158978410378
2935,0.154,2.881758,83.19,,-0.92,,17.03,,2.477845781045364
2936,0.177,5.945122,89.02,,-1.12,,11.87,,2.369391101261715
294,0.362,12.64109,93.24,,-0.51,,7.78,,3.0199123817438194
2940,0.183,56.84357,92.93,,0.35,,1.29,,1.7350071507530613
2942,0.178,56.36914,93.07,,0.33,,0.84,,1.7571679420949067
2943,0.182,56.11492,92.77,,0.34,,1.15,,1.6885942122716102
2944,0.188,55.22029,91.95,,0.17,,4.02,,1.756433017849896
2945,0.322,4.332456,93.76,,-0.6,,11.25,,2.2837136338724062
2946,0.301,4.120711,94.12,,-0.94,,10.43,,2.2853251659232634
2947,0.135,43.51898,70.76,,3.29,,10.12,,2.011851787783314
2948,0.358,9.489435,95.7,,-0.82,,7.93,,2.3267791544751435
2949,0.3095,51.79986,94.37,,-0.74,,2.19,,1.6954360168851428
294a,0.27018256852121514,9.138933,93.1,46.29,-0.59,-0.66,8.44,4.0,2.610841676593711
294b,0.2678950571881603,11.52462,93.27,26.47,-0.2,-0.13,7.98,6.46,1.9584619938842
294c,0.27488251150102505,2.476583,93.36,35.23,-0.28,-0.04,8.27,3.4,1.9573115160510486
294d,0.262873150612029,13.63473,94.66,18.73,-1.21,0.34,6.23,2.69,1.8094642989731495
294e,0.2202995422507349,59.78491,92.21,31.78,0.25,-0.84,1.15,3.22,0.8791720732718445
294f,0.2691498136733833,13.45628,94.08,20.29,-0.51,-0.21,9.29,5.29,2.117816827347517
294h,0.27625121594245655,1.223023,93.55,28.17,-0.49,0.03,8.56,1.1,2.17367253685643
294i,0.24209648164462821,35.76865,90.71,24.57,-0.54,0.16,3.77,1.94,1.9464483004146962
294j,0.2683538843728846,11.46533,90.21,22.86,-0.59,0.09,8.29,4.93,2.378239574556023
294k,0.268968434277425,12.34432,93.28,18.11,-0.78,-0.01,8.93,3.61,2.5393223361695725
294l,0.2601052053721971,12.79811,90.91,25.47,-0.68,0.09,4.66,0.32,2.033710003396079
294m,0.27497783299089923,3.62628,92.6,30.04,-0.21,1.19,9.06,0.8,3.320184074555003
294n,0.2871762905771085,10.92262,92.05,35.24,0.82,-0.07,17.23,8.47,2.3939546741415696
294o,0.27459194818097316,3.858348,89.25,31.49,-0.53,0.03,8.92,1.67,3.1941719440857628
294p,0.2924911773030003,7.108127,91.86,25.52,0.78,0.3,18.63,2.16,2.8976598717882607
294q,0.2752528739493628,1.315527,94.11,30.69,-0.28,0.07,8.18,3.49,2.4543299261717477
294r,0.29187415954522294,1.014291,91.77,25.91,0.6,-0.06,16.2,0.59,2.7192545061916427
294s,0.2665316023593947,11.15513,93.55,17.52,-0.34,-0.2,7.48,3.71,3.0753911699718905
294t,0.291864391852044,4.765815,92.36,21.1,0.34,0.25,17.52,2.48,2.8790440802943156
2950,0.164,49.82737,92.07,,-0.35,,1.28,,1.7148791595882156
2951,0.3215,55.58834,92.55,,-0.27,,-0.28,,1.6273121316218242
2952,0.339,6.830913,95.49,,-0.86,,3.95,,2.18897193263499
2954,0.179,65.52096,91.64,,0.38,,2.28,,1.3796184338207549
2955,0.3,58.30991,89.65,,-0.05,,5.9,,1.6064657274548346
2956,0.178,59.42453,89.42,,0.14,,1.76,,1.5941710716918547
2957,0.175,48.87456,90.94,,-0.32,,-0.52,,1.8591473016648832
2958,0.167,53.19116,90.19,,0.2,,1.07,,1.4746963715613768
2959,0.162,37.43829,89.27,,0.29,,1.75,,1.6142669296896899
295a,0.19172072684768687,107.449,92.16,10.32,-0.41,0.29,3.7,1.91,1.2318615705972318
295b,0.2701951140504198,12.01292,90.82,28.68,-1.28,-0.23,9.47,2.69,2.7684966403462563
295c,0.26136558194511433,10.70512,91.49,23.89,-0.53,0.52,4.52,4.53,1.8989578674002812
295d,0.2731469111928427,14.13453,91.54,22.39,-0.81,0.36,11.39,5.35,1.848926038922265
295e,0.24254150685341844,35.94564,92.48,16.29,-0.35,0.33,4.0,4.53,1.766658245311063
295f,0.264231667528691,24.14709,93.09,24.81,-0.61,-0.0,10.58,10.34,2.1775979011582445
295g,0.27622150310519566,4.164184,93.79,42.84,-0.47,0.16,9.59,3.52,2.321582378935569
295h,0.26277419016253495,8.450693,93.32,28.59,-0.41,0.23,4.49,-3.37,2.127476721231934
295i,0.27551389985580743,3.703848,91.98,31.04,-0.61,-0.17,9.35,1.28,3.3344642799373685
295j,0.27577139300382353,5.533071,94.19,24.51,-0.54,0.29,10.01,2.88,2.9817602940180916
295k,0.26661905527945673,23.08728,92.48,22.45,-0.9,0.3,11.57,7.69,2.93859128404822
2960,0.179,39.71177,90.22,,0.25,,1.19,,1.6480467481250922
2961,0.169,53.80375,90.28,,0.17,,0.27,,1.8138418721962477
2962,0.175,43.02586,90.51,,0.24,,0.93,,1.8905366099261067
2963,0.18,46.08228,91.22,,-0.25,,-0.01,,1.9989847725379501
2964,0.365,8.743887,93.49,,-0.69,,6.79,,2.1005815817776248
2965,0.134,7.274995,87.6,,0.78,,3.03,,2.133464231669225
2966,0.273,54.31298,88.89,,-0.73,,8.16,,1.7413919129239241
2968a,0.2637308927883079,9.919254,89.88,46.13,0.15,-2.09,5.4,-1.22,1.9091788323733656
2968aa,0.269869056663615,11.90727,92.86,27.32,-0.63,0.12,9.39,3.57,3.2125093373630413
2968b,0.2739486199092561,9.474728,92.74,31.92,-1.12,0.65,10.11,-0.61,1.5607706345459404
2968bb,0.2541255860900571,38.12277,92.71,12.77,-1.47,0.41,10.29,0.55,1.4991374953995715
2968c,0.2731458610466015,6.700058,93.07,29.22,-1.0,0.28,9.07,1.52,2.7214595120869136
2968cc,0.266022392607506,8.778341,89.46,19.31,-0.66,0.49,6.04,0.74,1.5975827085598233
2968d,0.27767249083940554,4.912612,92.12,38.09,-1.15,-0.33,10.36,-1.91,1.5854919137278933
2968dd,0.278873388556699,9.116159,92.5,17.67,-0.59,0.18,12.48,1.44,1.9732853035352698
2968e,0.2812125369865867,10.94773,90.09,20.21,-0.48,0.74,14.21,1.39,1.8554600630566316
2968ee,0.2806216571187694,2.256659,92.38,28.33,-0.89,0.18,11.22,0.81,2.9061566515120423
2968f,0.2695227404277655,23.58367,91.44,12.49,-0.8,1.0,12.89,7.23,1.9389523816051573
